USER: sqlUser | DATE AND TIME: 2023-02-21T16:08:08.542090400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T18:06:13.956482600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T18:07:26.409040700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T18:11:29.250914800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T18:13:55.329952400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T18:14:44.645241500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T18:15:41.661308100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T18:16:58.914903500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T18:30:10.644818600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T18:36:30.696306-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T18:46:40.758228100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T18:47:46.474655300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T18:49:51.222424500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T18:51:03.508330600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T18:53:13.638449800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T18:59:06.295510700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T19:00:06.907021500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T19:00:41.918108900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T19:01:50.736987200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T19:04:13.501787900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T19:08:02.466105400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T19:30:40.045497700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T19:31:47.931131800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T19:35:02.358323200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T19:38:23.065400600-07:00[America/Denver] | LOGIN RESPONSE: success
USER:  | DATE AND TIME: 2023-02-22T19:40:14.744164-07:00[America/Denver] | LOGIN RESPONSE: failed
USER: sqlUser | DATE AND TIME: 2023-02-22T19:40:25.464652300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T19:42:36.390359100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T19:58:24.412684400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T20:06:19.410953500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T21:00:37.402029300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T21:04:18.973087900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T21:06:20.956948900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T21:32:07.318147600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T23:42:17.970506900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T23:46:37.068773800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-22T23:57:42.917332400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T00:02:21.190695800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T00:03:28.085466900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T00:09:19.256034-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T00:11:09.507144500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T00:21:34.610121100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T00:33:30.440234400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T00:57:27.843230100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T01:03:28.187779900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T01:04:35.917492200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T08:59:15.675462400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T11:03:25.512820700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T11:05:27.649497100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T11:06:04.225804200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T11:06:31.954450900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T11:11:14.867077300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T11:11:50.833448600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T11:22:22.992582800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T11:22:53.255993900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T11:23:30.958248300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T11:24:58.539824900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T11:25:58.782889500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T11:27:07.766451-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T11:29:11.015443300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T11:31:06.534390700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T11:32:45.178499900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T11:33:30.040485700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T16:28:55.638073300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T16:29:43.164475200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T16:30:40.321189400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T16:34:54.550281300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T16:39:09.540567900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T17:00:40.187060500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T17:02:36.882505200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T17:05:33.119925700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T17:29:31.367190200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T17:30:37.377493900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T17:31:02.598058700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T17:33:35.747192500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T17:36:24.747925900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T17:37:31.806385100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T17:39:10.782664500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T17:54:11.633322300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T18:14:47.721456400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T18:22:49.579291900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T18:24:24.622214400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T18:25:15.501706300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T18:27:07.040841200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T18:27:54.377010500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T18:33:29.145958-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T18:34:15.511213700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T18:41:53.657189500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T19:16:20.702646600-07:00[America/Denver] | LOGIN RESPONSE: success
USER:  | DATE AND TIME: 2023-02-23T19:16:42.637322400-07:00[America/Denver] | LOGIN RESPONSE: failed
USER:  | DATE AND TIME: 2023-02-23T19:17:37.539810600-07:00[America/Denver] | LOGIN RESPONSE: failed
USER: sqlUser | DATE AND TIME: 2023-02-23T19:17:59.239552500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T19:23:50.764470500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T19:24:47.199771-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T19:33:15.153941-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T19:48:04.184710700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T19:51:21.374711900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T19:51:58.857562400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T19:54:35.495535200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T20:03:57.347699800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T20:06:31.629141700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T20:08:51.843591200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T20:12:49.799575600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T20:19:16.624472200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T20:22:26.397207800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T20:24:15.959565400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T20:25:51.841132800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T20:29:12.405947500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T20:31:09.283639100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T20:34:54.241895500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T20:39:13.853355600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T20:47:07.657580500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T20:48:14.503485500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T20:49:18.301417800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T21:13:35.722325100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T21:15:46.414059600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T21:16:35.294907-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T21:23:20.969995500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T21:28:39.323907700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T21:31:04.865150700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T21:37:37.621006400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T21:40:06.754209800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T21:41:18.377335100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T21:42:07.354334900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T22:06:26.463480200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T22:09:24.863269400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T22:16:40.457582100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T22:19:00.377429400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T22:19:58.681805600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T22:36:48.535127800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T22:42:25.982299200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T22:43:07.909459300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T22:49:53.773232700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T22:57:55.452450600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T23:02:23.286438900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T23:05:21.100267500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T23:11:31.561780300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: sqlUser | DATE AND TIME: 2023-02-23T23:20:16.818913200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T00:16:17.473790900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: admin | DATE AND TIME: 2023-02-24T00:17:17.099585700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T00:20:21.106329100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T00:26:50.404770800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: admin | DATE AND TIME: 2023-02-24T00:27:02.148166600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: maybe | DATE AND TIME: 2023-02-24T00:27:11.570100900-07:00[America/Denver] | LOGIN RESPONSE: failed
USER:  | DATE AND TIME: 2023-02-24T00:29:10.272615100-07:00[America/Denver] | LOGIN RESPONSE: failed
USER: test | DATE AND TIME: 2023-02-24T00:29:19.416766200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T00:30:40.605867100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T00:48:41.322317700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T00:50:21.864805100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T00:52:57.448112900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T00:56:41.852671100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T01:00:05.563907800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T01:01:21.961060200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T01:06:03.798989-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T01:09:13.583202900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T01:11:47.671966100-07:00[America/Denver] | LOGIN RESPONSE: success
USER:  | DATE AND TIME: 2023-02-24T16:59:01.358933500-07:00[America/Denver] | LOGIN RESPONSE: failed
USER:  | DATE AND TIME: 2023-02-24T16:59:10.608509800-07:00[America/Denver] | LOGIN RESPONSE: failed
USER: t | DATE AND TIME: 2023-02-24T16:59:13.507062100-07:00[America/Denver] | LOGIN RESPONSE: failed
USER:  | DATE AND TIME: 2023-02-24T17:00:12.217539600-07:00[America/Denver] | LOGIN RESPONSE: failed
USER:  | DATE AND TIME: 2023-02-24T17:00:29.683617900-07:00[America/Denver] | LOGIN RESPONSE: failed
USER:  | DATE AND TIME: 2023-02-24T17:03:44.141311700-07:00[America/Denver] | LOGIN RESPONSE: failed
USER:  | DATE AND TIME: 2023-02-24T17:04:21.880578100-07:00[America/Denver] | LOGIN RESPONSE: failed
USER:  | DATE AND TIME: 2023-02-24T17:05:22.327533500-07:00[America/Denver] | LOGIN RESPONSE: failed
USER: test | DATE AND TIME: 2023-02-24T17:06:46.067928800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: te | DATE AND TIME: 2023-02-24T17:07:57.897585600-07:00[America/Denver] | LOGIN RESPONSE: failed
USER:  | DATE AND TIME: 2023-02-24T17:08:40.465212400-07:00[America/Denver] | LOGIN RESPONSE: failed
USER: test | DATE AND TIME: 2023-02-24T17:08:47.353100400-07:00[America/Denver] | LOGIN RESPONSE: success
USER:  | DATE AND TIME: 2023-02-24T17:10:28.015749800-07:00[America/Denver] | LOGIN RESPONSE: failed
USER: test | DATE AND TIME: 2023-02-24T17:10:39.381094400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T17:11:44.835394800-07:00[America/Denver] | LOGIN RESPONSE: success
USER:  | DATE AND TIME: 2023-02-24T17:12:55.863733400-07:00[America/Denver] | LOGIN RESPONSE: failed
USER: test | DATE AND TIME: 2023-02-24T17:13:01.386081400-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T17:22:34.530412600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T17:30:58.661068500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T17:58:11.443236900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T18:15:12.727292700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T18:18:08.890667800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T18:19:02.422629800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T18:20:08.048490100-07:00[America/Denver] | LOGIN RESPONSE: success
USER:  | DATE AND TIME: 2023-02-24T18:20:18.851615600-07:00[America/Denver] | LOGIN RESPONSE: failed
USER: test | DATE AND TIME: 2023-02-24T18:23:13.331613800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T18:27:21.593914900-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T18:29:16.099421-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T18:31:50.931903200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T18:35:00.362699100-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T18:35:50.338023500-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T18:39:47.938815200-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T18:41:37.572416600-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T18:43:21.690985800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T18:44:26.900248800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T18:45:31.420326800-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T18:50:04.221342700-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T18:57:46.399838-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T19:02:08.316884300-07:00[America/Denver] | LOGIN RESPONSE: success
USER: test | DATE AND TIME: 2023-02-24T19:08:28.854460600-07:00[America/Denver] | LOGIN RESPONSE: success
